A0A7D6GJ52	A0A7D6GJ52
A0A7K1LC67	A0A7K1LC67
A0A7W7IH76	A0A7W7IH76
A0A7W7IH76	A0A543IJ40
A0A7W7IH76	A0ABV4Q8P6
A0A7W7IH76	A0ABV4R2I5
A0A7X2T3N7	A0A7X2T3N7
A0A830FA16	A0A830FA16
A0A841Q9M5	A0A841Q9M5
A0A841Q9M5	A0A516KI63
A0A841Q9M5	A0A6A8DFN7
A0A852ZI98	A0A852ZI98
A0A852ZI98	A0A1H1QI05
A0A852ZI98	A0A1I2NCQ5
A0A8J6XMV5	A0A8J6XMV5
A0A917ZMA5	A0A917ZMA5
A0A926VKB8	A0A926VKB8
A0A9E6ZLA1	A0A9E6ZLA1
A0A9W6SMN6	A0A9W6SMN6
A0AA37SQG6	A0AA37SQG6
A0ABM7SCQ8	A0ABM7SCQ8
A0ABP8NHG4	A0ABP8NHG4
A0ABS6K962	A0ABS6K962
A0ABS6K962	A0A949NJ12
A0ABT5KUG2	A0ABT5KUG2
A0ABU9E5I6	A0ABU9E5I6
A0ABU9E5I6	A0ABV5GC29
A0ABU9E5I6	A0ABP7TII7
A0ABU9E5I6	A0A4P7PVP2
A0ABU9E5I6	A0A7Y3RA20
A0ABU9E5I6	A0ABU9N4S1
A0ABU9E5I6	A0A4Q9YNT7
A0ABU9E5I6	A0A4V3CSL2
A0ABU9E5I6	A0ABT6XSA7
A0ABV7YDV1	A0ABV7YDV1
A0ABW5J5Q3	A0ABW5J5Q3
A0ABW5J5Q3	A0A4Q5LZ46
A0ABW6A8N8	A0ABW6A8N8
A0ABY5DR57	A0ABY5DR57
A8AB25	A8AB25
C9RHA7	C9RHA7
D7EAE6	D7EAE6
G8QS93	G8QS93
L9ZU04	L9ZU04
Q1IRF2	Q1IRF2
S7TTC2	S7TTC2
W0RMA6	W0RMA6
A0A0B7ICM2	A0A0B7ICM2
A0A0M0KQU3	A0A0M0KQU3
A0A0V8RVN7	A0A0V8RVN7
A0A1B9F5Z1	A0A1B9F5Z1
A0A1G6L827	A0A1G6L827
A0A1H6RL48	A0A1H6RL48
A0A1I6H1J7	A0A1I6H1J7
A0ABD5XTD2	A0ABD5XTD2
A0ABM7VD79	A0ABM7VD79
A0ABR8RC87	A0ABR8RC87
A0ABS2J568	A0ABS2J568
A0ABS2J568	A0ABS2IPC5
A0ABS2J568	A0A246RIA7
A0ABS2J568	A0A1C4ZXB8
A0ABS2J568	A0A120F9V2
A0ABS2J568	A0ABS3VE09
A0ABS6S2C4	A0ABS6S2C4
A0ABT0TN07	A0ABT0TN07
A0ABT7UNQ5	A0ABT7UNQ5
A0ABU3BV95	A0ABU3BV95
A0ABV2SUW2	A0ABV2SUW2
A0ABV2SUW2	A0ABV2TYE2
A0ABV8ARF1	A0ABV8ARF1
A0ABX4R9W7	A0ABX4R9W7
A0ABX8S3G8	A0ABX8S3G8
A0ABY8N2Z2	A0ABY8N2Z2
A0ABY8N2Z2	A0ABN6KW73
A0ABY8N2Z2	A0ABN6L1A4
A8F7Y5	A8F7Y5
D0LY40	D0LY40
K9VYC3	K9VYC3
M1WKQ5	M1WKQ5
Q2JBQ7	Q2JBQ7
Q8U3K7	Q8U3K7
A0A0E9N7D9	A0A0E9N7D9
A0A0M2UP27	A0A0M2UP27
A0A0W0SMB8	A0A0W0SMB8
A0A1C2FXP7	A0A1C2FXP7
A0A1G6PU49	A0A1G6PU49
A0A1I6L2G6	A0A1I6L2G6
A0A1L8RF56	A0A1L8RF56
A0A1M7JFG0	A0A1M7JFG0
A0A1M7JFG0	A0A5Q2TLG7
A0A1M7JFG0	A0A1I4HLM1
A0A1M7JFG0	A0A6N7R591
A0A1M7JFG0	A0ABY4F1M6
A0A1M7JFG0	A0ABY4GSR1
A0A1T4KI64	A0A1T4KI64
A0A221M905	A0A221M905
A0A221M905	A0A220U2X7
A0A221M905	W9AIR4
A0A221M905	A0AAW5B297
A0A239WPW9	A0A239WPW9
A0A286RIT8	A0A286RIT8
A0A2R4X3C6	A0A2R4X3C6
A0A369IB02	A0A369IB02
A0A369IB02	A0A344TN41
A0A369IB02	A0A7U3ZKK2
A0A369IB02	A0ABT1FUR1
A0A369IB02	A0A7W6ESD7
A0A399RQR1	A0A399RQR1
A0A399RQR1	A0A1I2Y7J8
A0A399RQR1	A0A0E3ZEK0
A0A399RQR1	A0A1X9YN37
A0A399RQR1	A0ABW3SPX3
A0A399RQR1	A0ABW6C1B2
A0A399RQR1	A0A1Q5PBQ1
A0A399RQR1	A0ABS7CUD3
A0A399RQR1	A0ABT3RJA8
A0A399RQR1	A0A1I7KKV3
A0A399RQR1	A0A501W7E2
A0A399RQR1	A0A3D8LEM1
A0A399RQR1	A0ABW5CXE5
A0A399RQR1	A0A923SJD1
A0A399RQR1	A0ABP8LBM7
A0A399RQR1	A0A2T5YPB2
A0A401YHZ8	A0A401YHZ8
A0A401YHZ8	A0A1T3NXX6
A0A495E7B3	A0A495E7B3
D9Q1P4	D9Q1P4
F9YT27	F9YT27
H1XWB1	H1XWB1
K9YYN2	K9YYN2
M2NHH2	M2NHH2
T2GB37	T2GB37
W7L6I4	W7L6I4
A0A0C1R0U2	A0A0C1R0U2
A0A0C1R0U2	A0ABW8WMZ9
A0A0C1R0U2	A0ABW8XC56
A0A0C1R0U2	A0A139X3H6
A0A0F7JYC4	A0A0F7JYC4
A0A0M9UCK1	A0A0M9UCK1
A0A0W0ZWS7	A0A0W0ZWS7
A0A179D2A2	A0A179D2A2
A0A1C4EDM0	A0A1C4EDM0
A0A1C4EDM0	A0A2T7BHK2
A0A1H3RAR4	A0A1H3RAR4
A0A1I0RPH2	A0A1I0RPH2
A0A1P8UJQ2	A0A1P8UJQ2
A0A1V6LSL8	A0A1V6LSL8
A0A223S799	A0A223S799
A0A243WA78	A0A243WA78
A0A243WA78	A0ABQ1UHN2
A0A243WA78	A0A1W1VDL4
A0A243WA78	A0ACB5PSP4
A0A2W7SGD7	A0A2W7SGD7
A0A348B6Y6	A0A348B6Y6
A0A370DMH3	A0A370DMH3
A0A3D9HXY3	A0A3D9HXY3
A0A402B792	A0A402B792
A0A428MLL0	A0A428MLL0
A0A4P8J407	A0A4P8J407
A0A4R7HXG4	A0A4R7HXG4
A0A517P9C0	A0A517P9C0
A0A543N744	A0A543N744
A0A6I6GAG7	A0A6I6GAG7
A0A6N4SUY0	A0A6N4SUY0
A0A7U3YNC9	A0A7U3YNC9
A0A7Y0BPR2	A0A7Y0BPR2
A0A838ZQK8	A0A838ZQK8
A0A8J7G8Q2	A0A8J7G8Q2
A0A8J7G8Q2	A0ABW3GU25
A0A8X8IFP6	A0A8X8IFP6
A0A918SLC1	A0A918SLC1
A0A918SLC1	A0A285X9T6
A0A918SLC1	A0ABW5IWZ7
A0A918SLC1	A0ABX1D0Z1
A0A918SLC1	A0A9X3CWB1
A0A918SLC1	A0ABY6NSM0
A0A918SLC1	A0A1H5PEM0
A0A918SLC1	A0ABW3IG99
A0A941I7L5	A0A941I7L5
A0A9E8ZEB1	A0A9E8ZEB1
A0AAE3H8F5	A0AAE3H8F5
A0AAU9ET43	A0AAU9ET43
A0ABD4T305	A0ABD4T305
A0ABD5ZQ48	A0ABD5ZQ48
A0ABN1RTG6	A0ABN1RTG6
A0ABN1RTG6	A0ABN3TZY5
A0ABP7VJC5	A0ABP7VJC5
A0ABP7VJC5	A0A9W6USD8
A0ABP7VJC5	A0ABP7YIM1
A0A1H0NBL1	A0A1H0NBL1
A0A1H3WNW2	A0A1H3WNW2
A0A1I7A540	A0A1I7A540
A0A1M4SKC9	A0A1M4SKC9
A0A1M4SKC9	A0A9X2XX52
A0A1M4SKC9	A0A4R4E201
A0A1M4SKC9	A0A1M5BAE7
A0A1M4SKC9	A0A4R1BP52
A0A1M4SKC9	A0ABP8GPP5
A0A1M4SKC9	A0A172U196
A0A1M4SKC9	A0A5B8UFE6
A0A1Q5PQV2	A0A1Q5PQV2
A0A1T4Y766	A0A1T4Y766
A0A1Y3G9V8	A0A1Y3G9V8
A0A2U2JA34	A0A2U2JA34
A0A2U2JA34	A0A2S7WUR3
A0A2U2JA34	A0A176TAE5
A0A2U2JA34	A0ABT5S4V6
A0A2U2JA34	A0A0N1IY22
A0A2U2JA34	A0A7L8AFV1
A0A2U2JA34	A0ABV8R8X0
A0A2U2JA34	A0A2S7KXS7
A0A2U2JA34	A0A975CPZ0
A0A2U2JA34	A0A2P6CBQ1
A0A2U2JA34	A0ABX7SWQ0
A0A2U2JA34	A0A1B8TX66
A0A2U2JA34	A0A1B8U5M8
A0A2U2JA34	A0A9X2AJL3
A0A2U2JA34	A0A2S7WKB5
A0A317TA01	A0A317TA01
A0A363UNQ8	A0A363UNQ8
A0A3A1YQT6	A0A3A1YQT6
A0A3P3WBD4	A0A3P3WBD4
A0A4Q8QDX0	A0A4Q8QDX0
A0A4R3YBN0	A0A4R3YBN0
A0A4V2NVX0	A0A4V2NVX0
A0A517T3D3	A0A517T3D3
A0A544TFQ8	A0A544TFQ8
A0A544TFQ8	A0A5J6ST51
A0A563D911	A0A563D911
A0A5B9EGU0	A0A5B9EGU0
A0A5K7XB08	A0A5K7XB08
A0A6B9F377	A0A6B9F377
A0A6B9F377	A0ABD6A1T5
A0A6B9F377	A0ABD6D038
A0A7K3M675	A0A7K3M675
A0A7U4QL10	A0A7U4QL10
A0A839APQ4	A0A839APQ4
A0A839APQ4	A0A2G1BQF4
A0A839APQ4	A0ABY8L2J7
A0A839APQ4	A0A1B9XX06
A0A839APQ4	A0A4R6TN32
A0A839APQ4	A0A3Q8RSF9
A0A839APQ4	A0A3E0HVG1
A0A839APQ4	A0A9X4IQK9
A0A839APQ4	A0A7J5ALQ8
A0A839APQ4	A0A420DZX7
A0A839APQ4	A0ABM7CCS5
A0A844SC69	A0A844SC69
A0A8J3NA08	A0A8J3NA08
A0A916DRU9	A0A916DRU9
A0A918VXT9	A0A918VXT9
A0A942YGL5	A0A942YGL5
A0A942YGL5	A0ABU0D9M5
A0A942YGL5	A0A177ZU02
A0A942YGL5	A0A942YLM2
A0A942YGL5	A0ABQ4KGP8
A0AAV3J1W7	A0AAV3J1W7
A0AAV3J1W7	A0A1L8SV72
A0AAV3J1W7	A0A1L8TJ58
A0AAV3J1W7	A0ABU3F5G8
A0AAV3J1W7	A0ABU3F693
A0AAV3J1W7	R2P817
A0AAV3J1W7	R2R665
A0AAV3J1W7	R2VEP6
A0AAV3J1W7	A0A679IIJ8
A0AAV3J1W7	A0ABW1UMG6
A0AAV3J1W7	A0ABN0KMG7
A0ABD4ZJ77	A0ABD4ZJ77
A0ABD4ZJ77	A0A805Z1R0
A0ABD6ABM8	A0ABD6ABM8
A0ABM8B141	A0ABM8B141
A0ABN2SDZ9	A0ABN2SDZ9
A0ABP3G5T0	A0ABP3G5T0
A0ABP7W6T3	A0ABP7W6T3
A0ABP7W6T3	A0ABP7V396
A0ABQ4IQN7	A0ABQ4IQN7
A0ABQ4IQN7	A0ABQ4HNP4
A0ABQ4IQN7	A0A9W5UUS0
A0ABR7YAH7	A0ABR7YAH7
A0ABR7YAH7	D7VH62
A0ABR7YAH7	A0ABP8R1M5
A0ABR7YAH7	A0A4R3W0C3
A0ABR7YAH7	U2J7P2
A0ABR7YAH7	A0ABR9T3J0
A0ABR7YAH7	A0A1T5EBS6
A0ABR7YAH7	A0A4V3DDB6
A0ABR7YAH7	A0ABW5KYF1
A0ABR7YAH7	A0ABS1R9Q1
